variable_1,variable_2,COAT
Parasutterella,Lachnoclostridium,0.4199284880383942
Phocaeicola,Oceanivirga,0.8907049459765435
Cuneatibacter,Veillonella,-0.47286712318152657
Family_XIII_UCG-001,Marvinbryantia,0.09512769290152454
Lawsonella,Victivallaceae,0.4158721551169352
Aerococcus,Pygmaiobacter,0.7120143065988696
Mycoplasma,Methanosphaera,0.4415114314484945
Anaerofilum,Christensenella,0.3889790103333282
Oscillospira,Holdemania,0.0683924210771519
Anoxybacillus,Prevotellaceae_NK3B31_group,0.0
Cellulosilyticum,Tyzzerella,-0.1220968077199738
Sneathia,Bdellovibrio,0.7484376207082332
Serratia,Prevotellaceae_NK3B31_group,0.0
Eisenbergiella,Collinsella,0.0
CHKCI002,Arcanobacterium,0.3428927045781336
Dielma,Enterococcus,0.23630780576361263
Brachyspira,Lachnospira,-0.6383925494762053
Anaerococcus,Ruminococcus,-0.39207941440716343
Pseudoramibacter,[Bacteroides]_pectinophilus_group,0.7966885769641352
GCA-900066575,Adlercreutzia,0.0
Modestobacter,Prevotella_7,0.07545674016228644
JI49D030,Izemoplasmatales,0.4899882845424542
Murimonas,Murdochiella,0.885205201929633
Candidatus_Methanogranum,Family_XIII_UCG-001,-0.2640044120017782
Lachnospiraceae_UCG-008,Anaeroglobus,0.2512696508450356
Cuneatibacter,Porphyromonas,0.3713132836282914
Coprobacillus,Romboutsia,-0.1627070953681954
DNF00809,Parvibacter,0.8213562992426351
Lautropia,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.9048243546825528
UCG-007,Eisenbergiella,0.0381406029535372
Allobaculum,Finegoldia,0.4920485786492044
Acetanaerobacterium,Granulicatella,0.4096544500636591
Afipia,Anaerofustis,0.5305718511140505
Cryptobacterium,Candidatus_Stoquefichus,0.5858132995785246
Methylocella,Muribaculum,0.8155165903541958
Psychrobacter,Oscillibacter,-0.5517278367833441
Victivallis,Enterococcus,0.117525949673675
UCG-007,[Ruminococcus]_torques_group,-0.729133895834227
Elstera,Pseudomonas,0.714114923905597
Merdibacter,Odoribacter,-0.37472083665581096
Mitsuokella,Dorea,-0.131406561510454
Mycoplasma,Paludicola,0.1491572938722542
Edwardsiella,Ligilactobacillus,-0.06324787925086087
Scardovia,Dielma,0.3328934432054046
Sneathia,Monoglobus,-0.5473438320715278
Christensenella,Lactococcus,0.0
Pseudoalteromonas,Mitochondria,0.46169031103874436
Cellulosilyticum,Saccharimonadaceae,0.5391577433573774
GCA-900066755,Family_XIII_AD3011_group,-0.2036496514569918
Enterococcus,Fusobacterium,-0.1190658697391608
Acidibacter,Arcanobacterium,0.6665773181522914
Eisenbergiella,Flavonifractor,0.1465582036812322
Chloroplast,Shuttleworthia,0.0
Pajaroellobacter,Lautropia,0.9646892136479224
Tissierella,Marvinbryantia,-0.2481674698446826
Afipia,Butyricicoccus,-0.7456276675153566
Sphingomonas,Anaerofilum,0.5003511013248152
Methanobrevibacter,Oscillibacter,-0.045891338988955296
Candidatus_Obscuribacter,Peptococcus,-0.06473077166499308
Syntrophococcus,Neisseria,0.6918265003676222
37-13,Abiotrophia,0.70802817383726
Enhydrobacter,Stenotrophomonas,0.6214691628087172
Enorma,Howardella,0.188917437903022
Faecalibaculum,CAG-352,0.0
Hungatella,Catenisphaera,0.0
Eubacterium,UC5-1-2E3,0.2934077999806074
Phocaeicola,Brevundimonas,0.6768148269329679
Lachnoanaerobaculum,[Eubacterium]_brachy_group,0.06522008176860994
UCG-005,[Eubacterium]_coprostanoligenes_group,0.513722870303417
Morganella,Phascolarctobacterium,-0.4907314591605164
Victivallaceae,Intestinibacter,-0.34621446050991983
Providencia,UCG-003,-0.6161519294953115
Succiniclasticum,Anaerofilum,0.6132396705836514
Denitrobacterium,Lachnospiraceae_UCG-008,0.30221856287220417
Candidatus_Methanogranum,Phocaeicola,0.8359303327731251
Taibaiella,Methylocella,0.9670907808338114
Elstera,Psychrobacter,0.9338662574695082
Dielma,Lachnoclostridium,-0.14142011874297097
Legionella,Edwardsiella,0.9313341736152202
Helcococcus,UCG-002,-0.8132434276288929
Bdellovibrio,Colidextribacter,-0.5304029350554078
Ezakiella,Erysipelatoclostridiaceae,0.5336616136166811
Devosia,Romboutsia,-0.7042751156695298
Anaerostignum,Incertae_Sedis,-0.244937602045805
Burkholderia-Caballeronia-Paraburkholderia,Blautia,-0.5041510137173741
Coprobacter,Libanicoccus,-0.148447011519873
Enterococcus,Megasphaera,-0.1206135397636138
Victivallis,Lachnoclostridium,-0.17074266826056078
Moryella,Methanobrevibacter,-0.19295892411157362
TM7x,Peptococcus,-0.1717003417686328
Bradymonadales,Anaerococcus,0.5350850564217206
Prevotella,Bilophila,0.22973218462102157
Lapidilactobacillus,Oscillospira,0.10851400193970077
Chloroplast,Subdoligranulum,0.0
Erysipelotrichaceae,Sphingomonas,0.7244688852872008
Papillibacter,Streptococcus,-0.5710624414626092
Clostridia_vadinBB60_group,Bacillus,-0.04718232434778724
Cardiobacterium,Fournierella,0.19616959327655
Sutterella,Tyzzerella,0.09666620735712797
Paeniclostridium,UCG-005,-0.22780312886817478
Anaerobiospirillum,Pyramidobacter,0.11687955873574678
Sphingobium,Lactobacillus,0.1914345793598818
Elstera,Mycobacterium,0.9499658079265855
Bdellovibrio,[Eubacterium]_oxidoreducens_group,0.8082246647032241
Eubacteriaceae,Pediococcus,0.8529170321526017
Anaerotruncus,[Eubacterium]_hallii_group,0.0
Serratia,Lactiplantibacillus,0.7225890618549543
Mesorhizobium,UCG-009,0.0
Paraeggerthella,Negativibacillus,-0.2785050618811494
Denitrobacterium,Synergistes,0.699253733935643
P5D1-392,Rothia,0.0
Dermacoccus,Prevotellaceae_UCG-003,0.8094930121481945
Gordonibacter,Eggerthella,0.3553712404378186
Pseudoflavonifractor,Lachnospiraceae_NK4A136_group,0.24890809208365683
Lachnospiraceae_FCS020_group,Rhodanobacter,0.2963981874120444
Chryseobacterium,Faecalibacterium,-0.6996010703712404
UCG-008,Oxalobacter,0.6604716798447706
Oxalobacter,Faecalibacterium,-0.6268482623574864
Phocaeicola,Monoglobus,-0.5984803611781379
S5-A14a,Rothia,0.0
Lachnoanaerobaculum,[Bacteroides]_pectinophilus_group,0.7925036339486686
Dellaglioa,Angelakisella,0.0
Acinetobacter,Ligilactobacillus,0.01109464042857892
Helcococcus,Varibaculum,0.6047939980117268
Arcanobacterium,Victivallis,0.1580993793010194
Leuconostoc,Akkermansia,-0.11035834982161914
Butyricicoccus,Anaerostipes,0.5030000814322392
Hydrocarboniphaga,Mogibacterium,0.11575412351277481
Dubosiella,Pyramidobacter,0.10902123855314176
Turicibacter,Fusicatenibacter,0.3086880374388044
Azospira,Cryptobacterium,0.9459683134552366
Neisseria,Pediococcus,0.6082745116099048
Fructilactobacillus,[Eubacterium]_coprostanoligenes_group,-0.4792832219256168
Campylobacter,Christensenellaceae_R-7_group,-0.2420092778657752
Oscillospira,UCG-002,-0.08664142308995075
Jonquetella,Solobacterium,0.48991957674613984
Asteroleplasma,Family_XIII_UCG-001,-0.2452105157226696
Taibaiella,Defluviitaleaceae_UCG-011,0.26263525851497815
Stomatobaculum,Epulopiscium,0.5793591556652884
Pseudoalteromonas,Asteroleplasma,0.8320680612345633
env.OPS_17,Methanosphaera,0.3727651148885488
Fastidiosipila,Roseburia,-0.7542368831818994
Clostridium_sensu_stricto_13,HT002,0.3931727452761608
Methylobacterium-Methylorubrum,Romboutsia,-0.5089948372359774
Raoultibacter,GCA-900066575,0.0
Atopostipes,[Bacteroides]_pectinophilus_group,0.7865102998385971
Cetobacterium,Companilactobacillus,0.3906273567745422
Halomonas,Erysipelatoclostridiaceae,0.9025549637743785
Succinatimonas,Leptotrichia,0.6875139897382341
Rhodococcus,Bifidobacterium,-0.48152414780416547
Lautropia,Weissella,-0.03474626332970798
Paludicola,Slackia,0.0
Clostridium_sensu_stricto_3,Chryseobacterium,0.9082442679918197
Levilactobacillus,Parabacteroides,-0.7601809251580953
Brevundimonas,Prevotella_9,-0.39485425857085865
[Eubacterium]_nodatum_group,Pseudoflavonifractor,0.31672349963228663
Pseudopropionibacterium,Prevotella_7,0.0696698366089731
Tissierella,Neisseria,0.6936152537542186
Aggregatibacter,UCG-004,0.5357019286030372
Modestobacter,Anaeroglobus,0.8243303558763264
Enorma,Tuzzerella,0.18870534446360782
Amaricoccus,Pedobacter,0.9399197038964615
Gardnerella,Hydrogenoanaerobacterium,0.38348770397279697
Companilactobacillus,Roseburia,-0.6638820648029541
Erysipelotrichaceae,Arcanobacterium,0.9429610608077171
Pedobacter,Methylobacterium-Methylorubrum,0.7267554859725582
Brevundimonas,NK4A214_group,-0.4455817364347772
0319-6G20,Rhodococcus,0.8543674202901268
Papillibacter,[Clostridium]_methylpentosum_group,0.305700243378376
Lapidilactobacillus,Sutterella,-0.39957163923063
Neorhizobium,Shuttleworthia,0.6120899225692377
Paraclostridium,Candidatus_Soleaferrea,0.1278167314108356
Butyricimonas,Slackia,0.0
Izemoplasmatales,Peptostreptococcus,0.25909855773714596
Syntrophococcus,UC5-1-2E3,0.7598123029475301
Companilactobacillus,Klebsiella,0.7158802438823162
Johnsonella,Burkholderia-Caballeronia-Paraburkholderia,0.8012929148117186
Fretibacterium,Clostridium_sensu_stricto_3,0.9571346943638238
Mobiluncus,Prevotellaceae_UCG-004,0.8062854401874052
RF39,Paraprevotella,0.2643907698550088
Oscillospiraceae,Weissella,0.043350918800099524
Oscillospira,Varibaculum,0.1453118995173736
Anaerococcus,Latilactobacillus,0.38578482946088943
Leptotrichia,Finegoldia,0.5132488691822984
Christensenellaceae_R-7_group,[Eubacterium]_ventriosum_group,0.3684462738635606
Burkholderia-Caballeronia-Paraburkholderia,Incertae_Sedis,-0.48541450708700556
Pseudoxanthomonas,Fournierella,0.21040621125937498
Capnocytophaga,Gastranaerophilales,0.2686493490838198
Dermacoccus,[Eubacterium]_nodatum_group,0.5418867722675706
Elusimicrobium,Lactobacillus,0.10421145777636268
Afipia,Clostridia_UCG-014,-0.4353947498129852
Sanguibacteroides,CAG-352,0.01389755655544656
Elstera,Acidibacter,0.6773163255774235
Pseudomonas,Faecalitalea,0.0
F0332,UC5-1-2E3,0.529297867039598
Lachnospiraceae_NK4B4_group,Chloroplast,0.0
Bilophila,[Eubacterium]_ventriosum_group,0.44708074625544
Denitrobacterium,Olsenella,0.42327524163464564
Gemella,Finegoldia,0.11383690996819144
Stomatobaculum,Salinivibrio,0.9353689364582584
Cellvibrio,Prevotella_7,0.09155304148412002
Stomatobaculum,Anaerovibrio,0.9322775501257918
UC5-1-2E3,Solobacterium,0.367240569912622
Anaeroglobus,Anaerostipes,-0.441114554681021
Morganella,Lacticaseibacillus,0.3193073245331106
37-13,Collinsella,-0.6721152741482308
Bacteriovorax,[Eubacterium]_hallii_group,-0.594975427575089
Anaerobiospirillum,Eubacteriaceae,0.9541745502408585
Lactiplantibacillus,Bifidobacterium,-0.42779486081855633
Helcococcus,Bacteroides,-0.745480066409959
Cosenzaea,Prevotellaceae_NK3B31_group,0.0
UCG-009,CAG-352,0.10160766667050385
CHKCI002,Geobacillus,0.3275105849004162
Salinivibrio,Mogibacterium,0.1129749193246246
Mobiluncus,Cuneatibacter,0.9190070474896943
Lactobacillus,Erysipelatoclostridium,0.0
Neorhizobium,Subdoligranulum,-0.6863172412365464
Saccharimonadales,Parabacteroides,-0.76821422097168
Aerococcus,Negativibacillus,-0.29481364658987963
vadinBE97,Catabacter,0.2702306174632912
Bradyrhizobium,Family_XIII_AD3011_group,-0.2406273369851118
Murdochiella,Parvimonas,0.398437760792116
Caulobacter,Christensenellaceae_R-7_group,-0.5313321864710254
Syntrophococcus,Saccharimonadales,0.9343044922275248
Acidaminococcus,Frisingicoccus,0.0
Pseudoramibacter,Atopobium,0.5048722472336771
Pseudoalteromonas,Negativicoccus,0.9278981844512797
Defluviitaleaceae_UCG-011,Weissella,0.04195146800425872
Denitrobacterium,Candidatus_Stoquefichus,0.6095151473942286
Sphingobium,Pseudoalteromonas,0.9650790924379878
Limosilactobacillus,UCG-002,0.0
37-13,Catenisphaera,0.35050335872926996
37-13,Flavonifractor,-0.4950015254462614
Bradyrhizobium,Faecalibacterium,-0.37362592119829424
Family_XIII_UCG-001,UC5-1-2E3,-0.2356883879752838
Pseudopropionibacterium,Brachyspira,0.9455184766825265
[Eubacterium]_saphenum_group,Peptostreptococcus,0.5237684809240123
Dubosiella,Eubacteriaceae,0.96641765445016
Veillonellaceae,Paeniclostridium,0.366430554114947
Eikenella,Akkermansia,-0.3408667757859538
Proteus,Coprobacillus,0.1328437157770418
Clostridium_sensu_stricto_3,Neorhizobium,0.9506492426686248
Acidibacter,Geobacillus,0.6627467564321533
CHKCI001,Mesorhizobium,0.6654366205198108
Taibaiella,Victivallaceae,0.4684531306459016
Aerococcus,Pannonibacter,0.9453873660738419
Prevotellaceae_UCG-003,[Eubacterium]_oxidoreducens_group,0.7242292014561429
Fournierella,Muribaculaceae,-0.030783239971062682
Atopobium,UC5-1-2E3,0.38213465665076957
Negativicoccus,Sutterella,-0.40444929921385847
Raoultella,Lachnospiraceae_UCG-010,-0.6115286015362658
Brachyspira,Caproiciproducens,0.6893270210588495
Fructilactobacillus,Enterorhabdus,0.1526547905929676
Methylocella,Enteroscipio,0.956486495333634
vadinBE97,Tuzzerella,0.10413134742726589
Pseudonocardia,P5D1-392,0.977580063207729
Harryflintia,Slackia,0.01230536678286578
Peptoclostridium,Leuconostoc,0.13786050105549458
Jonquetella,Blautia,-0.6072304594847597
Finegoldia,Bifidobacterium,-0.2299880869468282
Robinsoniella,P5D1-392,0.9198436121612079
Lachnospiraceae_UCG-003,Leuconostoc,0.06232895523574178
Erysipelotrichaceae,Holdemanella,-0.295939553019704
Enterococcus,Butyricicoccus,-0.45121473188475847
Enteroscipio,Intestinimonas,-0.3373605757117494
Fretibacterium,Corynebacterium,0.26882062596809575
Oscillospira,Bacteroides,-0.11969148295838358
Enterobacter,Coprobacter,-0.1939508311270012
CHKCI002,Dialister,-0.22175718100895558
Negativibacillus,[Ruminococcus]_gauvreauii_group,0.2158256264552564
Deinococcus,Eggerthella,-0.15503784767876022
Methylobacillus,UCG-004,0.7299905096011143
Scardovia,Prevotella_9,-0.5220443540278309
Nitrosomonas,Cuneatibacter,0.9589448883580773
Providencia,Parvibacter,0.7567407348505643
Sphingobium,Howardella,0.3273944782371614
UCG-007,Odoribacter,-0.6533603729830032
Eubacterium,Limosilactobacillus,-0.01235436824901826
Arcanobacterium,Lachnoclostridium,-0.5545618775595867
Prevotellaceae_NK3B31_group,Prevotella,0.2216133264131858
Succinatimonas,Bifidobacteriaceae,0.735318014840181
Mycoplasma,HT002,0.397763794608165
Providencia,Haemophilus,0.1592863632465302
Aggregatibacter,Elusimicrobium,0.5353459245145534
Scardovia,NK4A214_group,-0.5423212285919149
Clostridioides,Methanosphaera,0.3336332043065452
Johnsonella,Methylobacillus,0.9712191883574814
Cellvibrio,Brachyspira,0.9623749799697994
Salinivibrio,Prevotella_9,-0.535378370351991
Paeniclostridium,[Eubacterium]_ruminantium_group,-0.1514276353639698
Ezakiella,Gastranaerophilales,0.1254299381489296
Modestobacter,Aquabacterium,0.9560106216870754
Tissierella,Colidextribacter,-0.5595370350965365
Brachyspira,Oscillibacter,-0.5701507647726004
Pseudopropionibacterium,Anaeroglobus,0.814455726214827
Acidibacter,Dialister,-0.3186310442547172
[Eubacterium]_nodatum_group,Rikenellaceae_RC9_gut_group,0.05413998816881005
Actinotignum,Merdibacter,0.4961807820261674
RF39,Faecalicoccus,-0.2840788916268106
Muribaculum,Calditerricola,0.8063686628985755
Amaricoccus,GCA-900066575,-0.0102192009150558
Peptoclostridium,[Eubacterium]_siraeum_group,-0.125861059012736
CHKCI001,Hungatella,0.0
CHKCI002,Levilactobacillus,0.3189364128946482
Campylobacter,Desulfovibrio,-0.03252372318531832
Pseudomonas,[Clostridium]_innocuum_group,-0.01214474943715774
Lachnospiraceae_UCG-003,[Eubacterium]_siraeum_group,0.08657586127241837
37-13,Anaerosporobacter,0.9662840999547679
Tuzzerella,Dorea,-0.19857472781624919
Cardiobacterium,Mitochondria,0.4863753141521817
Aerococcus,Denitrobacterium,0.9334120563855107
Allisonella,Roseburia,0.1759355316581352
Erysipelatoclostridiaceae,Intestinibacter,-0.5403602693724328
Lentilactobacillus,JI49D030,0.9432914020647379
Blastococcus,Corynebacterium,0.2620083528053316
Lachnospiraceae,Prevotellaceae_NK3B31_group,0.0
Libanicoccus,Tyzzerella,-0.1105723508024454
Clostridioides,Paludicola,0.10455154017554835
Roseburia,Prevotella_9,0.5132045870459394
Allisonella,Klebsiella,-0.1683000302670668
Capnocytophaga,Anaerobiospirillum,0.9554197240985193
Acidibacter,Levilactobacillus,0.648773256796697
Legionella,UCG-010,-0.307422716809595
Anaerofilum,[Eubacterium]_ventriosum_group,-0.5110178312761938
UC5-1-2E3,Blautia,-0.4492275074741392
Incertae_Sedis,Tyzzerella,0.24071417148860838
Tissierella,Saccharimonadales,0.9368002722548147
vadinBE97,Prevotellaceae_NK3B31_group,0.0
Pseudomonas,Enorma,0.5073118525427371
CHKCI002,Eubacterium,0.1356762338595438
UCG-008,[Ruminococcus]_gnavus_group,-0.26509807632654603
Catabacter,Sellimonas,0.1304980570948998
Gastranaerophilales,Rikenellaceae_RC9_gut_group,0.14397841567196062
Cellvibrio,Anaeroglobus,0.8298623170757408
Raoultibacter,Fusicatenibacter,-0.2224475363807072
Sneathia,Peptostreptococcus,0.4576262500573184
Sphingobium,Catabacter,0.5638272586539042
Gardnerella,Intestinimonas,-0.3029504220388534
Brevundimonas,[Eubacterium]_coprostanoligenes_group,-0.5572689284327306
Novosphingobium,Prevotella_7,0.0836018290761158
Halomonas,Gastranaerophilales,0.2675111901881472
Howardella,Frisingicoccus,0.10297305389150982
Prevotellaceae_UCG-001,Actinomyces,-0.1930548142756236
Leuconostoc,Weissella,0.2682164968691786
Eubacteriaceae,[Bacteroides]_pectinophilus_group,0.8548189987759173
Coriobacteriaceae_UCG-002,Coprobacillus,0.1656161242256648
Paeniclostridium,[Eubacterium]_xylanophilum_group,-0.09427520857297385
Prevotellaceae_UCG-004,UCG-010,-0.2646027533357882
Anaerobiospirillum,Adlercreutzia,-0.26518856257294876
Shuttleworthia,Lactococcus,-0.012603584368217461
Rothia,CAG-352,0.20545760389719922
Erysipelotrichaceae,Geobacillus,0.9353978935502896
Oribacterium,Pseudoflavonifractor,0.5121118306440249
Phocea,Faecalibacterium,-0.11755415694118596
Acidibacter,Eubacterium,0.1324992775019058
Elusimicrobium,Howardella,0.27394138741979557
Mailhella,Coprococcus,-0.3099652155339314
Selenomonas,[Eubacterium]_eligens_group,-0.47787448562944707
Acetanaerobacterium,Solobacterium,0.282235721881915
F0332,Enterobacter,0.6467963837570634
Clostridium_sensu_stricto_3,Succinatimonas,0.7270967063070388
Fretibacterium,Leptotrichia,0.9065892423670399
Pedomicrobium,Catenibacillus,0.6221560502761493
0319-6G20,Sanguibacteroides,0.329944667319461
Corynebacterium,Barnesiella,-0.21650168597340605
Sediminibacterium,Mobiluncus,0.823540535461324
Mycobacterium,Megamonas,-0.3989115798595072
Geobacillus,GCA-900066575,0.0
Lachnospiraceae_FCS020_group,Amaricoccus,0.2824131988824682
Cetobacterium,RF39,-0.1716759771329284
Lentilactobacillus,Anaerobiospirillum,0.9341804017332416
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Angelakisella,0.0
Afipia,Anaerotruncus,-0.024293605677509923
Sphingobium,Tuzzerella,0.22051584779904115
Cuneatibacter,Dielma,0.3884003349131922
Dolosicoccus,Terrisporobacter,-0.3589695273895802
Bradyrhizobium,Methanobrevibacter,-0.1613929565194822
Saccharimonadaceae,Lactonifactor,0.348099084365469
Neisseria,[Bacteroides]_pectinophilus_group,0.6094461080746756
[Eubacterium]_brachy_group,CAG-56,0.0
Bdellovibrio,Holdemania,-0.126233617915648
marine_group,Lautropia,0.9647583264843659
Dubosiella,Adlercreutzia,-0.2590269155421946
Pseudoxanthomonas,Mitochondria,0.463256265297045
Erysipelotrichaceae,DTU014,0.9315738153610595
Saccharimonadaceae,Lactococcus,0.01011784322038162
Caulobacter,Fastidiosipila,0.8244839625394377
Cloacibacterium,[Eubacterium]_eligens_group,-0.44200408652165485
Caulobacter,Desulfovibrio,-0.31010000215224603
Bradymonadales,Ligilactobacillus,-0.06353386294280983
Syntrophococcus,Limosilactobacillus,-0.01674281787512108
Tannerellaceae,Slackia,0.0
Kocuria,[Ruminococcus]_gnavus_group,-0.2892944031294772
Lachnospiraceae_UCG-007,Gardnerella,0.7995976278991396
Actinomyces,UC5-1-2E3,-0.29619804679326683
Pygmaiobacter,Mesorhizobium,0.496685070720976
Aggregatibacter,Anaerofustis,0.3819852923387542
Lachnospiraceae_FCS020_group,UCG-004,0.188788211176037
Murdochiella,Phascolarctobacterium,-0.6524620075400412
Pediococcus,CAG-352,0.0
Succinatimonas,Gordonibacter,0.02486441536350554
Sneathia,Lapidilactobacillus,0.7224538688714303
Mycobacterium,Sellimonas,0.02071374170940578
Faecalibaculum,Family_XIII_UCG-001,-0.28713028116227557
Staphylococcus,Pseudoflavonifractor,0.3548375994715802
